,tickerlist,invest_grades,timestamps,past_price,current_price
3612,VOD,,,,
3613,VONE,,,,
3614,VONG,,,,
3615,VONV,,,,
3616,VOXX,,,,
3617,VPN,,,,
3618,VRA,,,,
3619,VRAY,,,,
3620,VRCA,,,,
3621,VREX,,,,
3622,VRIG,,,,
3623,VRM,,,,
3624,VRME,,,,
3625,VRMEW,,,,
3626,VRNA,,,,
3627,VRNS,,,,
3628,VRNT,,,,
3629,VRRM,,,,
3630,VRSK,,,,
3631,VRSN,,,,
3632,VRTS,,,,
3633,VRTU,,,,
3634,VRTX,,,,
3635,VSAT,,,,
3636,VSDA,,,,
3637,VSEC,,,,
3638,VSMV,,,,
3639,VSPRU,,,,
3640,VSTA,,,,
3641,VSTM,,,,
3642,VTC,,,,
3643,VTGN,,,,
3644,VTHR,,,,
3645,VTIP,,,,
3646,VTNR,,,,
3647,VTRN,,,,
3648,VTRS,,,,
3649,VTRU,,,,
3650,VTSI,,,,
3651,VTVT,,,,
3652,VTWG,,,,
3653,VTWO,,,,
3654,VTWV,,,,
3655,VUZI,,,,
3656,VVPR,,,,
3657,VWOB,,,,
3658,VXRT,,,,
3659,VXUS,,,,
3660,VYGR,,,,
3661,VYMI,,,,
3662,VYNE,,,,
3663,WABC,,,,
3664,WAFD,,,,
3665,WAFU,,,,
3666,WASH,,,,
3667,WATT,,,,
3668,WB,,,,
3669,WBA,,,,
3670,WBND,,,,
3671,WCLD,,,,
3672,WDAY,,,,
3673,WDC,,,,
3674,WDFC,,,,
3675,WEN,,,,
3676,WERN,,,,
3677,WETF,,,,
3678,WEYS,,,,
3679,WHF,,,,
3680,WHFBZ,,,,
3681,WHLM,,,,
3682,WHLR,,,,
3683,WHLRD,,,,
3684,WHLRP,,,,
3685,WIFI,,,,
3686,WILC,,,,
3687,WIMI,,,,
3688,WINA,,,,
3689,WINC,,,,
3690,WING,,,,
3691,WINT,,,,
3692,WIRE,,,,
3693,WISA,,,,
3694,WIX,,,,
3695,WKEY,,,,
3696,WKHS,,,,
3697,WLDN,,,,
3698,WLFC,,,,
3699,WLTW,,,,
3700,WMG,,,,
3701,WNEB,,,,
3702,WOOD,,,,
3703,WORX,,,,
3704,WPRT,,,,
3705,WRLD,,,,
3706,WRTC,,,,
3707,WSBC,,,,
3708,WSBCP,,,,
3709,WSBF,,,,
3710,WSC,,,,
3711,WSFS,,,,
3712,WSG,,,,
3713,WSTG,,,,
3714,WTBA,,,,
3715,WTER,,,,
3716,WTFC,,,,
3717,WTFCM,,,,
3718,WTFCP,,,,
3719,WTRE,,,,
3720,WTREP,,,,
3721,WTRH,,,,
3722,WVE,,,,
3723,WVFC,,,,
3724,WVVI,,,,
3725,WVVIP,,,,
3726,WW,,,,
3727,WWD,,,,
3728,WWR,,,,
3729,WYNN,,,,
3730,XAIR,,,,
3731,XBIO,,,,
3732,XBIOW,,,,
3733,XBIT,,,,
3734,XCUR,,,,
3735,XEL,,,,
3736,XELA,,,,
3737,XELB,,,,
3738,XENE,,,,
3739,XENT,,,,
3740,XERS,,,,
3741,XFOR,,,,
3742,XGN,,,,
3743,XLNX,,,,
3744,XLRN,,,,
3745,XNCR,,,,
3746,XNET,,,,
3747,XOMA,,,,
3748,XONE,,,,
3749,XP,,,,
3750,XPEL,,,,
3751,XPER,,,,
3752,XRAY,,,,
3753,XSPA,,,,
3754,XT,,,,
3755,XTLB,,,,
3756,YGMZ,,,,
3757,YGYI,,,,
3758,YGYIP,,,,
3759,YI,,,,
3760,YIN,,,,
3761,YJ,,,,
3762,YLCO,,,,
3763,YLDE,,,,
3764,YMAB,,,,
3765,YNDX,,,,
3766,YORW,,,,
3767,YRCW,,,,
3768,YSACU,,,,
3769,YTEN,,,,
3770,YTRA,,,,
3771,YVR,,,,
3772,YY,,,,
3773,Z,,,,
3774,ZAGG,,,,
3775,ZAZZT,,,,
3776,ZBRA,,,,
3777,ZBZZT,,,,
3778,ZCMD,,,,
3779,ZCZZT,,,,
3780,ZEAL,,,,
3781,ZEUS,,,,
3782,ZG,,,,
3783,ZGNX,,,,
3784,ZGYH,,,,
3785,ZGYHR,,,,
3786,ZGYHU,,,,
3787,ZGYHW,,,,
3788,ZI,,,,
3789,ZION,,,,
3790,ZIONL,,,,
3791,ZIONN,,,,
3792,ZIONO,,,,
3793,ZIONP,,,,
3794,ZIOP,,,,
3795,ZIXI,,,,
3796,ZJZZT,,,,
3797,ZKIN,,,,
3798,ZLAB,,,,
3799,ZM,,,,
3800,ZNGA,,,,
3801,ZNTEU,,,,
3802,ZNTL,,,,
3803,ZS,,,,
3804,ZSAN,,,,
3805,ZUMZ,,,,
3806,ZVO,,,,
3807,ZVZZC,,,,
3808,ZVZZT,,,,
3809,ZWZZT,,,,
3810,ZXYZ.A,,,,
3811,ZXZZT,,,,
3812,ZYNE,,,,
3813,ZYXI,,,,
